,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens
22125,B000E4Q27C,DMV Soft Lens Handler,A3FH497M8ED8JX,3/4,1.0,1266710400,"I bought this product with the hope that I could get my soft contact lenses in and out of my eyes faster, but to my great disappointment, it doesn't work for me at all. Now I have learned the real technique of inserting and removing my soft contact lenses with ease & comfort, so this ""gadget"" has landed in the trash can (good riddance)!",health personal care,personal care,eye care,64
26644,B000NOU54O,My First Lab Duo-Scope Microscope,A1PDS19FL5WENU,0/0,4.0,1293235200,"Purchased this for my 10-year-old science enthusiast for Christmas.It was nicer than I expected. I wasn't expecting a lab-quality microscope, and it's not. But it isn't a cheap junky toy either. You're getting what you paid for.I purchased the extra slides too, and would recommend doing that.",toys games,learning education,science,47
7285,B00004TUBV,Better Living The Ulti-Mate Dispenser Deluxe III,A36RG6G6D4VNOU,5/5,5.0,1162598400,"With two young girls who seem to go through bath products like water... this little baby has already paid for iteself by cutting down on my shampoo, conditioner and bath gel bills! I used to have to by bath products every couple of weeks, and the kids (5 & 8) would go through handfuls of product when using the bottles they came in-- now they pump enough to do the job and we waste much, much less. I had purchased an inexpensive dispenser from Lowes for the girls' tub area-- but after only about 2 months the springs in the pump began to rust and everything that pumped out was yucky rust colored- so I replaced it with the Genuine 'Dispenser' brand (same brand I have seen in hotels) and I have had one Dispenser more than a year with no problem, and two more for nearly 4 months and am very heppy with them. Now, we have one in every shower and tub in the house. Truly a great product!",beauty,bath body,bathing accessories,171
38067,B00011JLMQ,China Glaze Nail Lacquer with Hardeners,A1LS9PE4W3T2BG,3/3,5.0,1337126400,"I was looking for the perfect TARDIS blue color fingernail polish and I found it in Anchors Away. I was literally ecstatic when I found it on Amazon, so I ordered it right away. When it came in, I immediately tried it out and was even more happier than I had imagined with my purchase. China Glaze is wonderful polish that lasts quite a while and doesn't chip as easily as most normal polishes would. It's the perfect polish for any Doctor Who fan or anyone who enjoys polish in general.",beauty,makeup,nails,91
17969,B000IZ35H2,"Britax Roundabout Convertible Car Seat, New Denim",A12N9ORHN5HHEH,1/1,5.0,1238544000,"We're so happy with this carseat! It is way easy to install. We have an Eddie Bauer for our 3 year old and bought this seat for our 10 month old. The Britax is just all around BETTER! Now I want to get our 3 year old a new car seat. Great product, definitely worth the price!",baby products,car seats accessories,car seats,57
28141,B00009WO07,Pampers Baby Dry Diapers (Packaging May Vary),A1V6UA45A8YZ6,0/0,3.0,1298937600,"I have been buying pampers since they gave them to us in the hospital, just because they have been fine and I dont want to mess with success, so I dont have anything to compare to. But lately my son's poos have been getting more, er, powerful, and we've had countless overflows/explosions out the back and occasionally around the legs. My 7-month old son is 25 lbs so the size 4s should work, but recently I've been less than totally satisfied with their performance. Fortunately he's eating more solid food these days, so his poo stays put, but these diapers are no match for that milkpoo.",baby products,diapering,disposable diapers,106
23060,B0006HRA6E,Bamboo Small Dog Nail Clipper with Styptic and File (Colors Vary),A2IIY9JTDVU8AL,0/0,2.0,1272758400,"Two stars because I think the overall idea of this product is great but the execution is sorely lacking.I picked these up for my medium sized dog because they seemed sized for medium dogs and absurdly large for small dogs (which the reviews here seem to back up). The very first cut I made on my dog's nail (not even a thick one) dented the blade! I was not impressed.Also, while I like the idea of having the file and the styptic powder on the clipper, the file is cheap (like an emery board you would get for your own nails) and did not even hold up for a single foot! It might last through all four feet being done ONCE on a smaller dog.I'm not happy with this purchase and will be returning them if possible.",pet supplies,dogs,grooming,137
24503,B0002JKPB8,Caruso Molecular Steam Hairsetter,A3MG4S3UACJNGW,2/2,5.0,1282262400,"I love these rollers. I bought them based on a reccomendation from my director(I moonlight as a stage actor)since I have to curl my hair 5x's a week for a 1959 hairstyle. They're easy to use. Not only do they work great without damaging my hair, on the days we have two shows I don't have to re-curl. The unit starts to steam in a few min. so no more waiting. I'm at the end of four weeks of performance and my hair looks good(really good!) on stage and off because for the first time I'm not frying/burning it to death. I'm a ""Caruso"" steam roller girl for life!",beauty,hair care,styling tools,109
12275,B000BO1HV6,"Super Omega 3, Molecularly Distilled Pharmaceutical Grade EPA 300mg. DHA 200mg. - 270 Softgels #5442",A3K5VOZJICX17M,7/7,5.0,1199750400,"I take fish oil to counter the affects of a skin condition called Rosecea. It makes the skin on my face very dry and red. But, if I take a high quality fish oil, and mind my diet a little, my skin doesn't flare up. I've been taking Wonder fish oil for about two weeks now and it works very well. It's reasonably priced, too.",health personal care,nutrition wellness,vitamins supplements,65
8629,B0009IK198,Braun Series 1 - 190 Men's Shaver,A3DVAFA3Q5W2MO,1/1,5.0,1171497600,"I recieved the Braun 1775 Shaver a little bit later then expected, however it was a very good deal. AFter using the shaver for about 3 weeks now after being fully charged, it is still not run out of power!! Nonetheless, my purpose for buying this was to replace an old remington shaver of the same calibur, but wasn't cordless and cost more. This is definitely very smooth and great for travel. I would recommend it anyday for a basic all around shaver.",health personal care,personal care,shaving hair removal,83
8572,B0009MGGKC,Lovely Eau de Parfum for Women by Sarah Jessica Parker,A3L9BXG5VHLC2L,4/4,5.0,1171065600,"This scent is one of my all time favorites. It's very light with a musk undertone that is very feminine. I haven't met one person who doesn't like the scent, although one of my friends said it gives her a headache when she wears it. I highly recommend this to any woman who likes clean, fresh fragrances that can be worn day or night.",beauty,fragrance,women s,64
27652,B0009YHSAC,Impeller and Magnet Assembly for Penguin 150B Power Filter,A43PM5TBJDCQS,1/1,4.0,1296950400,"The impeller is an acceptable replacement for the 150 Bio Wheel Power Filter, if you happen to need one.If you're buying this impeller, you must have worn out your old one and if you're like me you are buying it after only 1 month! Way too expensive to do on a long term basis, at that price it costs more than the entire new power filter after just 3 months. It was my bad though. I used very, very fine sand which got between the impeller shaft and housing and went about grinding between these until there were large grooves in the impeller shaft. This lends to a very noisy pump, so you have to replace. Plus, soon after the grooves begin to show and make noise, they deepen and eventually cause the impeller's blades to catch, pumping stops momentarily. its a noisy, inefficient operation. Unacceptable...so don't use fine sand in a power filter (or maybe just one marketed for only ~$25). You can do things to reduce the effect the suspended sand can have by reducing the amount of time you run the filter when sand is still stirred up. Let it settle before starting the filter up. Lesson learned.",pet supplies,fish aquatic pets,pumps filters,201
19331,B000GLRREU,Waterpik Ultra Water Flosser,A2WP91NF2JPHV7,2/2,4.0,1249084800,We purchased two of these about a month ago. One for my bathroom and one for my wife's. They are really great. It is like power-washing your teeth! The best part is no more floss. When you have bridges flossing is a real pain and you can't possible get everywhere like the high pressure water can. My gums no longer bleed and look very healthy.,health personal care,personal care,oral hygiene,65
16677,B000K6P3Z6,Bagel Dog Bed in Red and Sherpa,A3CC477T99ZM84,2/2,4.0,1231286400,"My Dalmatian mix is about 50 pounds and this is a good size bed for her. She would never lay on her old dog bed as the furniture was more comfy, but she absolutely loves this Donut bed! When I call for her, she just stares at me because she doesn't want to get out of her bed! The sherpa is nice and soft and the bottom of the bed has a sturdy material different than the sides. The only downside to this bed, in my opinion, is that it doesn't have a slipcover and it is large, so I won't be able to wash it in the washing machine.",pet supplies,dogs,beds furniture,110
30860,B0001433YK,OPI Katy Perry Collection Nail Lacquer,A2I4VC6Y5HGUGV,7/8,2.0,1310947200,"I first tried the silver crackle polish and fell in love with it, so I had to try the white! I chose a hot pink color for the base and waited for it to dry completely, I then applied the white crackle and waited for it to dry. It completely picked up on the pink and turned itself into a light pink color of its own. My finger nails looked like Valentine's Day colors! Needless to say, it wasn't what I was expecting. I will keep trying it to see if I can find a good color combo, but so far, nothing looks that great with it.",beauty,makeup,nails,107
8358,B000GC1YAC,Moist Heating Pads - TheraTherm Digital Moist Heating Pads,A3KTLHZ72KKDGM,1/2,5.0,1169164800,"A genious came up with the idea to make this shape around the shoulders and neck!! Love it! I also have the regular size TheraTherm and I highly recommend them both. I love the digital display to set your temp and timer to shut-off, cause I sometimes fall asleep and don't have to worry about it being left on. These pads are heavy weight so they slide around and you never add water, it's idiot-proof!",health personal care,health care,pain relievers,75
31317,B000G0KQWQ,Miracle Blanket - Baby Swaddling Blanket - Blue,ALVBKAEMZPJZ7,1/1,4.0,1312934400,"This products works really well. It takes a bit of jostling to wrap it around a baby while laying down, but once around, it works well.Baby is still able to kick out of the foot pouch, which we've remedied by wrapping something else around the waist. That is the one bummer. A couple of well placed velcro patches would likely solve this problem and make this product perfect.",baby products,nursery,bedding,68
18031,B000ML4MM4,"Lycra Tie on the Side Thong w/Sexy Rhine Stones,Black",A1HQZ73EU0HUSE,0/0,4.0,1238976000,"Very sexy little thong panties, it takes a bit of practice to get them on without losing them!They arrived in a ziploc bag. For something so cute and sexy, that was not at all good marketing. You lost a star for that!",health personal care,sexual wellness,adult toys games,42
19029,B0009XQUES,Omron HEM-780 Automatic Blood Pressure Monitor with ComFit Cuff,AI4I8TO5APDLS,2/2,3.0,1246233600,"I found that the ComFitcuff on the Omron HEM-780 was very difficult to adjust properly. I called Omron and was told that it should fit quite snugly. My upper left arm is 11 inches, which is a normal size, but I just couldn't get it to fit properly. Also, I took it to my cardiologist and found that my readings were 20 points different than his. Perhaps it was because the cuff wasn't fitting properly. I do have arthritis in my hands and perhaps didn't have the strength to attach the cuff correctly. I returned this model and instead bought the soft cuff Omron HEM711 from Amazon., which is so much easier to use. It doesn't have the morning and evening storage, but I find it much easier to operate properly. I appreciate the fact that Amazon allowed me to return the HEM-780. Also, the Omron customer service is excellent. They are patient and give good advice for using your monitor.",health personal care,medical supplies equipment,health monitors,161
31607,B00005AWB5,Radio Flyer 12S Classic Walker Wagon,AO9UDOFJA8II8,0/0,5.0,1314057600,"I got this for my nephew for his first birthday. It was easy to assemble and he knew what to do with it right away. Not only can he play with it by pushing things around, but he likes to climb in and be pushed around by his cousins. When he gets too big to ride in it I'm sure he'll use it to do yardwork with his dad or go on picnics with it since it is so durable.",toys games,tricycles,scooters wagons,80
6462,B00005OL3E,Braun 7505 Syncropro Shaver,A1IIUQHRYD965Z,6/9,1.0,1147564800,"I think this is the same razor as the more expensive stand/clean razor. I have a light beard and this razor takes twice as long as my other Braun shaver. It rattles, and has a obvious lack of power. Now I have always bought Braun shavers and they have lasted years. I predict this won't last the year out. Save your money.Mike",health personal care,personal care,shaving hair removal,62
11725,B0000205X3,Ker Plunk Game,A1AYLO3HHCMDRA,4/4,2.0,1197417600,"It's too bad, there are so many great, classic games that I remember playing as a kid, BUT the manufacturers have RUINED them make making them cheap and flimsy. This toy used to be made out of hard plastic and was very sturdy. THIS version however is so flimsy making it near impossible to even play. The sticks are flexible and are impossible to fit through the holes, they bend and break, and then you can't use them, so what's the point? Played just a handful of times before it was unusable. Such a shame!",toys games,games,board games,95
3809,B000096PZQ,"Huggies Sensitive Gentle Care Baby Wipes, Hypoallergenic, Fragrance Free , 72 wipes",A2FJ59CLKUXWKM,5/6,5.0,1110326400,"I've tried a lot of wipes - Pampers regular, Pampers sensitive, Pampers lavender, Huggies regular, Babies R Us brand. The Huggies Newborn wipes are by far the best, and I'm still using them on my 17-month old. Another reviewer said they're too thick - in my opinion, thick is a good thing, especially when you're cleaning up a poopy butt! All the others feel too thin, too slick, too chemical. Some of them gave her a painful rash. The Huggies Newborn wipes are soft, gentle, and the least irritating of all the wipes. Buy them by the box when they go on sale at Toys R Us and Babies R Us (usually two dollars off with coupon) for the best value.",baby products,diapering,wipes holders,121
23735,B000EPJNMW,"Remington H-1015 Ceramic Compact, Large and Medium Roller",A90APQ8E55L9B,0/0,5.0,1277424000,"This travel size hairsetter is exactly what I was looking for and similar to the Vidal Sassoon one I had purchased years earlier and needed to replace (both curlers are the same size too). The main difference between the two is that this one (Remington) has made room for both sizes to heat up together whereas the one I owned before was only capable of heating up five curlers at a time so you had to do it in stages. The only drawback to this one is they made the metal clip length too short that holds the curler in place so if you have thicker hair they don't want to stay on as well. I saved the longer clips from my previous set and use both of them together. This works perfectly. I would suggest to the company to make their clips about an inch longer and it would fit all hair types. This hairsetter is very compact for all it holds and warms up quickly, and does a great job giving my hair a controlled curl. I use the bigger curlers more than the smaller ones and am very happy with it.",beauty,hair care,styling tools,194
34873,B00016X1VS,Crystal Body Deodorant Crystal Body Deodorant Stick,A3BKKD7U25RH04,0/0,5.0,1325721600,"I started using this product about 4 years ago when I met my husband. He used it exclusively and worked hard all day and he never had BO. To this day the man has never had BO. Since I am concerned about spreading cancer causing chemicals on my body and every other deodorant on the market made my arm pits sore, I decided to try it. This stuff really works. Keep in mind it is a deodorant and not an antipersperant so you still will sweat like you are naturally suposed to but it will not stink. It took about 3 days for it to totally work for me. I believe it took that long to kill all of the bacteria on my skin. Be careful not to drop it because it does shatter and become sharp and you wil have to buy a new one. One of these lasts for months which is a huge bonus. Go ahead and try it, you will pleasantly suprised.",health personal care,personal care,deodorants antiperspirants,166
5097,B0009V1YS2,Farouk CHI GF1539 Turbo Big 2 Inch Ceramic Flat Iron Hair Straightener,A2NQ602MJ1VP09,182/189,5.0,1129939200,"CHI manufactures this 2"" size, and 1"" and 0.7"" widths in the same line also. My first inclination was to buy the 2"" size - that would make the process faster, right? Well, I was advised and found out to be true that bigger is not better in this situation, for reasons stated below. So while I highly recommend the CHI Turbo straightener, I would recommend the smaller widths unless you know for a fact that you prefer the larger plates. The following section is my review for the 0.7"" (which is mistakenly advertised as 0.07""), which I think is helpful even if you decide on the 2"" model, so forgive my copy-and-paste.I was suspect of the need for ""ceramic ions"" and ""far infrared technology"", but this iron was highly recommended by salon personnel, so I decided to dish out the money and try it. You don't need to believe the hype to realize that this is a top quality product. This was a case of ""you get what you pay for""! It is lightweight and ergonomic, heats up almost immediately, has a slider bar for varying heat from 176-356F (80-180C), and velvety felt that protects you from burns (also allows me to get closer to my ears and scalp without getting burned). The latter feature is worth the money to me alone, and the the ceramic feels much gentler to my hair (I have baby fine hair very prone to breakage). Two other things to keep in mind when choosing a straightener:1) size matters - smaller size is better - it's more maneuverable, and doing smaller sections at a time will produce better results.2) not all ceramic is created equal - there are solid ceramic plates or plates COATED with ceramic that are cheaper. the ceramic layer on the coated plates can peel off and is supposedly damaging to your hair (not to mention your product is ruined).So yes, this iron is more expensive, but hopefully it will last for years of top-notch straightening.",beauty,hair care,styling tools,335
4546,B0007XIZ6G,Bratz Campfire Cloe,unknown,1/2,5.0,1123372800,This item is pretty cool I mean I love the outfits and acessories but let me tell you whyFun=5 Stars because well dolls are really fun to play witheducational value=4 Stars because it is'nt too educational but could show kids how to survive while campingdurable=4 Stars because my friend had a Bratz Doll for 2 days and it's head fell offOverall should be 4 Stars but I put 5 Cause it looks kool,toys games,dolls accessories,dolls,73
2832,B00008BFXK,Philips Sonicare Elite 7500 Power Toothbrush,A3T7OK293235YU,5/5,5.0,1090886400,"The Sonicare Elite 7500 does it's job very well. After using it one time, I could tell a difference. My teeth felt like they had just been polished at the dentist office. After using it for ~ 1 month, my teeth are consistently cleaner. The sensation of brushing with the Sonicare system is odd, seeming as a combination of vibration and pulsations at your teeth and gums. And brushing the teeth in the front of your mouth may result in splattering of toothpaste around the room if you don't keep your mouth closed! Only time will tell if it results in better gum health, as purported in some of their ads.",health personal care,personal care,oral hygiene,111
8793,B000CIU6XG,Jane Austen Action Figure,A43KVT4YEZ3C1,7/7,4.0,1173312000,"I bought this for my girlfriend, who really loves Jane Austen's work. She liked it very much. It's a funny gift to give, and perfect to have somewhere in your house, between your Jane books.But for me, not a great fan as her, I think the details and the painting of the action figure could be better. She didn't take out from the box, and it's fine that way. Wonder what would happen if you actually play with it like a toy.",toys games,action toy figures,figures,82
34273,B000BIX382,ZOOBMobile Car Designer 76,A30TVQ7XM6YD4Q,1/1,5.0,1324166400,my son just opened his gift and loves putting the pieces together. The instructions and pictures to give you ideas on how to put it together are helpful for the younger ones. My son is 3 and a half and loves it. I would recommend this toy to any boy who likes to use his imagination.,toys games,building toys,building sets,56
11788,B000C238RI,KOUROS For Men By YVES SAINT LAURENT Eau de Toilette Spray,A2BAEHJ0JRK806,0/0,5.0,1197936000,mmm! I smelled this on my friend and had to ask him to loan it to my husband! yummmmmmm! And then I had to buy it for my hubs. It's a very sexy and inviting scent. mmmmm!,beauty,fragrance,men s,37
35141,B000ML34KK,Snazzy Baby Knee Pads,A1V8QBW08QJGZ7,0/0,1.0,1326412800,These are a nice idea however they are horrible. I was so excited to get these so our son could use them on the tile and carpet. They will not stay over the knees and restrict the knee from bending so my son drags his legs. They are not slip resistant on tile or wood and cause red marks and bruising on back of legs as well. My son is 17lbs so he is not to chubby for these. Not to mention the velcro that was exposed behind the knee has snagged many socks.,baby products,safety,unknown,94
28546,B0009J6ER0,GROW! Shampoo & conditioner for fast hair growth,A27ZP09CZM5R3C,0/0,3.0,1300838400,"I ordered the shampoo and conditioner as a way to grow my hair one inch before prom- I'm 16 years old and my hair is around shoulder length and I highlight it every 6 months. I don't see that much of a difference in my hair after using this for almost a month-but it definitely has grown some. I'm not planning to purchase this a second time because I feel like my scalp has gotten dryer and hair a little frizzier. So I guess this product did what it was supposed to, but not by much.",beauty,hair care,shampoo conditioner sets,96
4483,B000096QNK,LeapFrog Fridge Phonics Magnetic Alphabet Set - Styles May Vary,A2L196N034DCE,0/0,5.0,1122595200,"This was the second LeapFrog product I had ever purchased. As most LeapFrog products, it is a winner! My son was 1 when I brought this home for him and it was an instant hit. He was practicing walking and loved to stand in whatever room I was in. The Fridge Phonics allowed him to stand in the room I was in without being under my feet. At the same time, I got to enjoy watching him learn.Along with the LeapFrog Letter Factory DVD, this product is all anyone needs for their child to learn their letters and letter sounds. My son is now 22 months old and knows all 26 letters and the sounds they make. I have no doubt that thanks to LeapFrog, my son will be reading by the time he is 3. We are a LeapFrog family for life!",toys games,electronics for kids,electronic toys,143
28920,B000A61GNO,Premier Squirrel Dude Dog Toy,A1W6NRL14GB6F9,0/0,3.0,1302393600,"I thought another reviewer was crazy for complaining about the smell of this toy...and then I got it in the mail. I have to say, it kind of makes me feel nauseous. It has a weird, sickeningly sweet smell that won't go away. I'm kind of worried about giving it to my dog, who so far, seems to like playing with it when it's filled with food.Otherwise, it works great. It is harder to get food out of the squirrel dude than Kongs, which is good and entertains the dog for a longer time.Unfortunately, I'm afraid to handle the thing because of the smell!",pet supplies,dogs,toys,104
36874,B000GLRREU,Waterpik Ultra Water Flosser,A1ZZAKUCNJTU19,2/10,1.0,1332288000,"I have been an avid 'flosser' for years, so after my old one quit working - I purchased this one 7 months ago. It worked great until about a month ago, when it started to leak out of its reservoir. I contacted the company hoping they would at least offer a replacement part...this was their response:Thank you for contacting Water Pik, Inc. customer service.We do not recommend leaving water in the reservoir between uses. Please drain the reservoir of any remaining water or solution after each use, which may be done by letting the flosser run for 7-10 seconds after using the product. This should prevent the unit from leaking while not in use.Sincerely,Katie M.Consumer ServicesService@waterpik.comYes, the reservoir does not leak if it's empty, but the whole reason for a reservoir is to hold water & I love the convenience of not having to fill it every time I use it.Sorry but this will be my last!!",health personal care,personal care,oral hygiene,157
26627,B000L2JND2,Caffeinated Soap Peppermint Scent 4.5oz 3pk,A1TB649YCL1CLA,0/0,4.0,1293148800,"I jumped at the opportunity to try out caffeinated soap after hearing about it through some kind of publication. Don't ask me which one. All in all, I've been very pleased with this product. I can definitely feel a difference in my attitude after showering with it. I'd recommend anyone else to try it if they've got the cash!",beauty,bath body,cleansers,59
2341,B00007IT9O,"Huggies Baby-Shaped Fit Diapers with Gigglastic Waistband, Size 3, 40-count",A3CN6M2LIY1THO,7/8,4.0,1079136000,I have a toddler in diapers and do not have the issue the other reviewer mentioned unless I miss a full diaper for awhile. These diapers dont &quot;sit&quot; well but then again you should change your kid when they go and not wait til they are spilling over full anyway.I don't know if this price is standard or sale ($7.49) but it beats the sale price at big box stores by $2 easily. Buy 4 and get the free shipping (while it lasts). We have twins due and got 10 packs to stock up for their arrival.I have had rare occasion where a flap tore off but call huggies and they will send coupons to make up for it.Last note,baby products,diapering,disposable diapers,120
5292,B0006SDRRE,MarketSpice Teabags 50 Pack,A33UH0WGZBRNGN,0/0,5.0,1132531200,I first got this tea on a trip to Seattle. I was using it sparingly by just adding one bag to a gallon of sun tea made with the normal amount of Lipton. Everyone seemed to like the different flavor of my iced tea so I ordered more. The weather is turning cold here and I decided to try this tea hot at one bag per cup. (needed to cut down on the coffee and half&half! I couldn't believe how good it is. It is sweet! It is spicey! It is just plain good! Gave two bags to a friend to try and she called asking where could she get more! It is just plain good and very satisfying!,grocery gourmet food,beverages,tea,119
20196,B000HEB7M4,Star Wars Call Upon Yoda Figure,A2ABUDEEJN4R2M,0/0,5.0,1255392000,I just happen to find this Call Upon Yoda at a thrift store for $7. I was not aware of its fun until I got it home and put some batteries in it. What a SURPRISE! I had no operation instructions so all of its functions were a joyful surprise.Yoda is quite interactive and will ask you what activity you want to do. The Star Wars Episode stories are fantastic and great for a child's bedtime activity. It is so cute how he tells you he is going to meditate or even when you handle him too roughly. His eyes close when he meditates and opens when he chats. His head and hands move when he speaks and I sometimes forget he is just a toy.This is well worth getting! I do not recommend it for very young children to play with alone. It is not a completely fragile toy but it should be handled with respect to keep it through the years.Of all my Star War Toys and I have collected many this one is my favorite!,toys games,action toy figures,figures,178
26607,B00006L2ZT,Cigarettes & Carrot Juice - The Santa Cruz Years,A37SRZ40X3JML,0/0,5.0,1293062400,"A great collection of music from CVB> A great way to get into CVB if you've recently become a fan.I Have had an interest in CVB since I heard the track Pictures of matchstick men on the local community radio station probably in the late 90's.It was a good track,with many of the elements I look for in music. I like the variety of instruments the band employs(violin,banjo,steel guitar & sitar etc) are some of the instruments used in the cigarettes & carrot juice collection.Even though I only heard my second CVB track when I bought this collection in late 2010, It does'nt really matter as unique, lively & colorful music such as this loses nothing over time.Don't know if they have ever toured Australia,but it would definitely be on my list.",grocery gourmet food,beverages,juices,132
35426,B000M4HJ12,Hitachi Magic Wand Massager - Including 2 Attachments HV-250R,A3GTXZOPEO53VR,4/4,5.0,1327190400,All I can say is my wife's eyes lit up when she opened the box and the rest of her lit up when we used the Wand! Excellent product (attachments are very useful) and I highly recommend the optional variable speed controller.,health personal care,health care,massage relaxation,42
5072,B000284ZNI,Fisher-Price Laugh & Learn Love to Play Puppy,ABA0BB7Z5DPXE,1/1,5.0,1129593600,"Since getting this for her 1 year old birthday, my daughter has spent lots of time playing with her puppy. I love the cute songs and sounds. I also love that it is soft enough for cuddling. Another great Laugh and Learn product.",toys games,baby toddler toys,unknown,43
184,B000052WYP,Jolen Creme Bleach - 1 fl oz,unknown,0/0,4.0,951609600,"It wasn't as smelly or stingy as previous ones I've used. It worked the way it should, and made those """"slightly"""" darker hairs lighter. I would definitely use this product again and would recommend it to anyone who needs it.",health personal care,personal care,shaving hair removal,40
35297,B000P7M1AU,"Petmate Deluxe Fresh Flow Pet Fountain, Medium, Black",AFKQFY54GL8H5,0/0,1.0,1326758400,"At first, I was delighted with this product. Until I realized that a great deal of mold builds up at the base and where the water filters out. I tried to clean it, but to no avail. I would defintely go with another type of water filtration for your pet...",pet supplies,cats,feeding watering supplies,50
1288,B00008GQ31,Bratz Spring Fling 2003 Jade Limited Collector's Edition,unknown,1/1,5.0,1046044800,"My 9 year old daughter thinks Jade is really cool! She is wearing a yellow shirt with the word ""chick"" in ""rhinestones"" on it. Her light purple, fluffy jacket is definitely stylish. The accessories are quite appealing to those fashion conscious girls. She even has blue earrings that make her blue eyes stand out! My daughter thinks she is one of the best Bratz dolls yet!!",toys games,dolls accessories,dolls,66
21704,B000BUTCXA,PUPPERS - dog,A2YXCD4JHN8JSJ,0/0,4.0,1264896000,"I bought this puppy for my son when he was one. When I got it, I found out that the eyes were these little black button eyes that I didn't feel were safe to be put in the crib with him in case he would have chewed on it. They've never come lose or anything, but I bought it thinking they were the same thread sewn eyes as the Ty kitty my daughter had received as a gift when she was younger (which has now become her lovie). This puppy is the prefect size to be held & hugged by little ones & it's great that it's machine washable!",toys games,stuffed animals plush,animals figures,109
16823,B000NB875Q,Wedgits - Translucent Deluxe,A2DWUBBDUUWAWT,2/2,5.0,1231632000,My second grader was introduced to Wedgits in his gifted class. He enjoyed them so much that he asked for some for Christmas. Now that I've had the chance to build with them I can see why he wanted them. It is a nice quiet thinking puzzle type toy with endless design possibilities. Great for entertaining the creative mind.Sure wish they came with a storage box.,toys games,building toys,building sets,66
25955,B000BR8388,Wild Safari Wildlife,A2B0UMQ718M8UE,0/0,4.0,1289952000,"I received my little meerkats today. They were packaged VERY well. They will be gifts for three small friends of mine. The cost was terrific and these will most likely be used as decoration in their rooms. So happy that there are animal figurines in more obscure animals. Not just dinosaurs, dogs, bears, etc. Love variety of animals that are offered these days!",toys games,vehicles remote control,play trains railway sets,63
18537,B000H2405M,"Bear Creek Country Kitchens Darn Good Chili Mix, 9.8 Ounce Bags (Pack of 6)",AR5Q9AEA5LR4U,0/0,5.0,1242691200,"I tried Bear Creek's Hot and Sour soup a few years ago and my daughter enjoyed it. While shopping a few weeks ago, I decided to buy a bag of the Darn Good Chili because it appeared easy to prepare. Without a doubt, it was THE.BEST. I dropped some off at my son's house and he called to tell me how delicious it was and asked why I never prepared it while he was growing up!I added browned chopped meat and hot pepper. Next time I think I'll add some frozen corn and turkey sausage and serve it stuffed pepper style! What a great product!",grocery gourmet food,pantry staples,herbs,105
752,B000063LH0,Zoids Rev Raptor,A2YA3EA2U5ZWEK,1/1,4.0,1020297600,"I was looking forward to getting this zoid, and when it came I was not to happy. If you watch the show, there are guns on the sides of the Rev Raptor's arms, and there are none on the zoid. I was expecting guns, and i got none. Also this zoid does not walk well. I guess I am being picky. It still is a pretty cool zoid. So all and all if you want to have a zoid collection I would get this zoid, but not right away. I would get a Command Wolf or Raynos first.",toys games,hobbies,model building kits tools,98
1187,B000062XQ8,LeapFrog LeapStart Learning Table,A2BHR6QWA7MV35,0/0,5.0,1041897600,"I bought this for my sons first Birthday, and he plays with this more than any of his other toys. He likes that he can stand up and play. This table does way more than I ever expected. Best purchase I ever made, and worth every penny!",toys games,electronics for kids,electronic toys,47
21024,B000NW5RWQ,Fisher-Price Ocean Wonders Aquarium,A2520EV79CMY74,0/0,5.0,1261180800,"Whenever I have a baby shower to go to or a new grandchild on its way, I buy the Fisher-Price Aquarium Crib toy. My daughter sent one to her first Nephew when he was born and that has been handed down to three other children in the same family. The kids can turn it on and off with their feet when they are still infants, and they love the lights and the music.",toys games,baby toddler toys,unknown,73
18033,B000EOXDEC,Elenco Detectolab Crime Scene Investigator Lab Kit,AWGPAR55CEBGX,5/5,5.0,1238976000,"This was a gift for a 10 year old grandson.It had just the right equipment to ""play"" detectiveand he totally loved the whole set up. It was wellworth the money and had a very good presentationwith great learning experiences.",toys games,learning education,science,39
21489,B000JXQQ0Q,LEGO Lobster Strike,A1QTD63AF68MJ2,2/2,4.0,1263686400,"Good little set here. Lots of fun elements and good pose-ability. The lobster cant quite support itself on its little legs and the tips will frequently pop off (Easy enough to put back on). Paid fifteen bucks for this so its a great value; two minifigs, lots of uncommon pieces, even a couple printed pieces. I'll keep it out on display for a bit before taking it all apart and adding it to my collection.",toys games,building toys,building sets,75
14605,B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A36Z7PZ5ESEX2N,0/0,5.0,1216684800,"My son was colicky as an infant and cried most of the time. At four months old, we put him into this jumper (the recommended age is 6 months). He instantly loved the jumper, and was able to use it at a young age because of the great head support it provides. Other jumpers do not have the high back. His neck and leg muscles developed quickly, and by 6 months, he was a jumping pro! This jumper was the only thing my son enjoyed, and he LOVED it! It is made well and the toys kept him amused for long periods of time. I definitely recommend this product - it was the absolute best item we ever bought.",baby products,gear,activity centers entertainers,119
34603,B000FVC78C,Reef One Biorb Easy Plants,A1OW2PU0UBH2PR,1/2,3.0,1325030400,"I recently bought this product from amazon. It is stiff, looks plasticky, and is not conducive for fish to move across. Additionally it should not be used in a 4, 8, and 9 gallons Biorb/Biube because it would occupy the entire tank. Not worth the expense.",pet supplies,fish aquatic pets,aquarium d cor,46
